要素番号	頂点番号	x	y
134	1	9.411764705882351e+00	4.117647058823528e+00
134	2	8.823529411764705e+00	4.705882352941178e+00
134	3	9.411764705882355e+00	4.705882352941178e+00
135	0	9.411764705882351e+00	4.117647058823528e+00
135	1	1.000000000000000e+01	4.117647058823530e+00
135	2	9.411764705882355e+00	4.705882352941178e+00
135	3	1.000000000000000e+01	4.705882352941177e+00
136	0	0.000000000000000e+00	4.705882352941177e+00
136	1	5.882352941176471e-01	4.705882352941178e+00
136	2	0.000000000000000e+00	5.294117647058824e+00
136	3	5.882352941176471e-01	5.294117647058825e+00
137	0	5.882352941176470e-01	4.705882352941177e+00
137	1	1.176470588235294e+00	4.705882352941178e+00
137	2	5.882352941176470e-01	5.294117647058825e+00
137	3	1.176470588235294e+00	5.294117647058825e+00
138	0	1.176470588235294e+00	4.705882352941178e+00
138	1	1.764705882352942e+00	4.705882352941178e+00
138	2	1.176470588235294e+00	5.294117647058825e+00
138	3	1.764705882352941e+00	5.294117647058823e+00
139	0	1.764705882352942e+00	4.705882352941178e+00
139	1	2.352941176470589e+00	4.705882352941178e+00
139	2	1.764705882352942e+00	5.294117647058825e+00
139	3	2.352941176470589e+00	5.294117647058825e+00
140	0	2.352941176470589e+00	4.705882352941178e+00
140	1	2.941176470588236e+00	4.705882352941178e+00
140	2	2.352941176470589e+00	5.294117647058825e+00
140	3	2.941176470588237e+00	5.294117647058825e+00
141	0	2.941176470588236e+00	4.705882352941178e+00
141	1	3.529411764705883e+00	4.705882352941177e+00
141	2	2.941176470588237e+00	5.294117647058825e+00
141	3	3.529411764705882e+00	5.294117647058823e+00
142	0	3.529411764705883e+00	4.705882352941177e+00
142	1	4.117647058823530e+00	4.705882352941177e+00
142	2	3.529411764705882e+00	5.294117647058822e+00
142	3	4.117647058823529e+00	5.294117647058824e+00
143	0	4.117647058823530e+00	4.705882352941177e+00
143	1	4.705882352941177e+00	4.705882352941178e+00
143	2	4.117647058823529e+00	5.294117647058824e+00
143	3	4.705882352941178e+00	5.294117647058825e+00
144	0	4.705882352941177e+00	4.705882352941178e+00
144	1	5.294117647058825e+00	4.705882352941178e+00
144	2	4.705882352941178e+00	5.294117647058825e+00
144	3	5.294117647058825e+00	5.294117647058826e+00
145	0	5.294117647058825e+00	4.705882352941178e+00
145	1	5.882352941176471e+00	4.705882352941178e+00
145	2	5.294117647058825e+00	5.294117647058826e+00
145	3	5.882352941176472e+00	5.294117647058826e+00
146	0	5.882352941176471e+00	4.705882352941178e+00
146	1	6.470588235294119e+00	4.705882352941178e+00
146	2	5.882352941176472e+00	5.294117647058826e+00
146	3	6.470588235294119e+00	5.294117647058825e+00
147	0	6.470588235294119e+00	4.705882352941178e+00
147	1	7.058823529411766e+00	4.705882352941178e+00
147	2	6.470588235294119e+00	5.294117647058825e+00
147	3	7.058823529411766e+00	5.294117647058824e+00
148	0	7.058823529411766e+00	4.705882352941176e+00
148	1	7.647058823529410e+00	4.705882352941177e+00
148	2	7.058823529411765e+00	5.294117647058823e+00
148	3	7.647058823529410e+00	5.294117647058824e+00
149	0	7.647058823529410e+00	4.705882352941177e+00
149	1	8.235294117647060e+00	4.705882352941178e+00
149	2	7.647058823529410e+00	5.294117647058824e+00
149	3	8.235294117647058e+00	5.294117647058825e+00
150	0	8.235294117647060e+00	4.705882352941178e+00
150	1	8.823529411764705e+00	4.705882352941178e+00
150	2	8.235294117647058e+00	5.294117647058825e+00
150	3	8.823529411764707e+00	5.294117647058824e+00
151	0	8.823529411764705e+00	4.705882352941178e+00
151	1	9.411764705882355e+00	4.705882352941178e+00
151	2	8.823529411764707e+00	5.294117647058824e+00
151	3	9.411764705882353e+00	5.294117647058824e+00
152	0	9.411764705882355e+00	4.705882352941178e+00
152	1	1.000000000000000e+01	4.705882352941177e+00
152	2	9.411764705882353e+00	5.294117647058824e+00
152	3	1.000000000000000e+01	5.294117647058824e+00
153	0	0.000000000000000e+00	5.294117647058824e+00
153	1	5.882352941176471e-01	5.294117647058825e+00
153	2	0.000000000000000e+00	5.882352941176472e+00
153	3	5.882352941176472e-01	5.882352941176472e+00
154	0	5.882352941176470e-01	5.294117647058825e+00
154	1	1.176470588235294e+00	5.294117647058825e+00
154	2	5.882352941176470e-01	5.882352941176470e+00
154	3	1.176470588235294e+00	5.882352941176472e+00
155	0	1.176470588235294e+00	5.294117647058825e+00
155	1	1.764705882352941e+00	5.294117647058823e+00
155	2	1.176470588235294e+00	5.882352941176472e+00
155	3	1.764705882352942e+00	5.882352941176474e+00
156	0	1.764705882352942e+00	5.294117647058825e+00
156	1	2.352941176470589e+00	5.294117647058825e+00
156	2	1.764705882352942e+00	5.882352941176472e+00
156	3	2.352941176470588e+00	5.882352941176471e+00
157	0	2.352941176470589e+00	5.294117647058825e+00
157	1	2.941176470588237e+00	5.294117647058825e+00
157	2	2.352941176470588e+00	5.882352941176471e+00
157	3	2.941176470588237e+00	5.882352941176472e+00
158	0	2.941176470588237e+00	5.294117647058825e+00
158	1	3.529411764705882e+00	5.294117647058823e+00
158	2	2.941176470588237e+00	5.882352941176472e+00
158	3	3.529411764705883e+00	5.882352941176470e+00
159	0	3.529411764705882e+00	5.294117647058822e+00
159	1	4.117647058823529e+00	5.294117647058824e+00
159	2	3.529411764705882e+00	5.882352941176471e+00
159	3	4.117647058823530e+00	5.882352941176472e+00
160	0	4.117647058823529e+00	5.294117647058824e+00
160	1	4.705882352941178e+00	5.294117647058825e+00
160	2	4.117647058823530e+00	5.882352941176472e+00
160	3	4.705882352941178e+00	5.882352941176471e+00
161	0	4.705882352941178e+00	5.294117647058825e+00
161	1	5.294117647058825e+00	5.294117647058826e+00
161	2	4.705882352941178e+00	5.882352941176471e+00
161	3	5.294117647058825e+00	5.882352941176472e+00
162	0	5.294117647058825e+00	5.294117647058826e+00
162	1	5.882352941176472e+00	5.294117647058826e+00
162	2	5.294117647058825e+00	5.882352941176472e+00
162	3	5.882352941176473e+00	5.882352941176472e+00
163	0	5.882352941176472e+00	5.294117647058826e+00
163	1	6.470588235294119e+00	5.294117647058825e+00
163	2	5.882352941176473e+00	5.882352941176472e+00
163	3	6.470588235294120e+00	5.882352941176472e+00
164	0	6.470588235294119e+00	5.294117647058825e+00
164	1	7.058823529411766e+00	5.294117647058824e+00
164	2	6.470588235294120e+00	5.882352941176472e+00
164	3	7.058823529411765e+00	5.882352941176472e+00
165	0	7.058823529411765e+00	5.294117647058823e+00
165	1	7.647058823529410e+00	5.294117647058824e+00
165	2	7.058823529411765e+00	5.882352941176470e+00
165	3	7.647058823529410e+00	5.882352941176471e+00
166	0	7.647058823529410e+00	5.294117647058824e+00
166	1	8.235294117647058e+00	5.294117647058825e+00
166	2	7.647058823529410e+00	5.882352941176471e+00
166	3	8.235294117647058e+00	5.882352941176471e+00
167	0	8.235294117647058e+00	5.294117647058825e+00
167	1	8.823529411764707e+00	5.294117647058824e+00
167	2	8.235294117647058e+00	5.882352941176471e+00
167	3	8.823529411764707e+00	5.882352941176472e+00
168	0	8.823529411764707e+00	5.294117647058824e+00
168	1	9.411764705882353e+00	5.294117647058824e+00
168	2	8.823529411764707e+00	5.882352941176472e+00
168	3	9.411764705882355e+00	5.882352941176472e+00
169	0	9.411764705882353e+00	5.294117647058824e+00
169	1	1.000000000000000e+01	5.294117647058824e+00
169	2	9.411764705882355e+00	5.882352941176472e+00
169	3	1.000000000000000e+01	5.882352941176472e+00
170	0	0.000000000000000e+00	5.882352941176472e+00
170	1	5.882352941176472e-01	5.882352941176472e+00
170	2	0.000000000000000e+00	6.470588235294119e+00
170	3	5.882352941176472e-01	6.470588235294120e+00
171	0	5.882352941176470e-01	5.882352941176470e+00
171	1	1.176470588235294e+00	5.882352941176472e+00
171	2	5.882352941176470e-01	6.470588235294119e+00
171	3	1.176470588235294e+00	6.470588235294121e+00
172	0	1.176470588235294e+00	5.882352941176472e+00
172	1	1.764705882352942e+00	5.882352941176474e+00
172	2	1.176470588235294e+00	6.470588235294121e+00
172	3	1.764705882352941e+00	6.470588235294120e+00
173	0	1.764705882352942e+00	5.882352941176472e+00
173	1	2.352941176470588e+00	5.882352941176471e+00
173	2	1.764705882352941e+00	6.470588235294120e+00
173	3	2.352941176470590e+00	6.470588235294120e+00
174	0	2.352941176470588e+00	5.882352941176471e+00
174	1	2.941176470588237e+00	5.882352941176472e+00
174	2	2.352941176470590e+00	6.470588235294120e+00
174	3	2.941176470588236e+00	6.470588235294120e+00
175	0	2.941176470588237e+00	5.882352941176472e+00
175	1	3.529411764705883e+00	5.882352941176470e+00
175	2	2.941176470588236e+00	6.470588235294120e+00
175	3	3.529411764705882e+00	6.470588235294118e+00
176	0	3.529411764705882e+00	5.882352941176471e+00
176	1	4.117647058823530e+00	5.882352941176472e+00
176	2	3.529411764705882e+00	6.470588235294118e+00
176	3	4.117647058823530e+00	6.470588235294119e+00
177	0	4.117647058823530e+00	5.882352941176472e+00
177	1	4.705882352941178e+00	5.882352941176471e+00
177	2	4.117647058823530e+00	6.470588235294119e+00
177	3	4.705882352941178e+00	6.470588235294119e+00
178	0	4.705882352941178e+00	5.882352941176471e+00
178	1	5.294117647058825e+00	5.882352941176472e+00
178	2	4.705882352941178e+00	6.470588235294119e+00
178	3	5.294117647058825e+00	6.470588235294120e+00
179	0	5.294117647058825e+00	5.882352941176472e+00
179	1	5.882352941176473e+00	5.882352941176472e+00
179	2	5.294117647058825e+00	6.470588235294120e+00
179	3	5.882352941176472e+00	6.470588235294120e+00
180	0	5.882352941176473e+00	5.882352941176472e+00
180	1	6.470588235294120e+00	5.882352941176472e+00
180	2	5.882352941176472e+00	6.470588235294120e+00
180	3	6.470588235294120e+00	6.470588235294120e+00
181	0	6.470588235294120e+00	5.882352941176472e+00
181	1	7.058823529411765e+00	5.882352941176472e+00
181	2	6.470588235294120e+00	6.470588235294120e+00
181	3	7.058823529411765e+00	6.470588235294119e+00
182	0	7.058823529411765e+00	5.882352941176470e+00
182	1	7.647058823529410e+00	5.882352941176471e+00
182	2	7.058823529411766e+00	6.470588235294118e+00
182	3	7.647058823529409e+00	6.470588235294118e+00
183	0	7.647058823529410e+00	5.882352941176471e+00
183	1	8.235294117647058e+00	5.882352941176471e+00
183	2	7.647058823529409e+00	6.470588235294118e+00
183	3	8.235294117647058e+00	6.470588235294119e+00
184	0	8.235294117647058e+00	5.882352941176471e+00
184	1	8.823529411764707e+00	5.882352941176472e+00
184	2	8.235294117647058e+00	6.470588235294119e+00
184	3	8.823529411764705e+00	6.470588235294120e+00
185	0	8.823529411764707e+00	5.882352941176472e+00
185	1	9.411764705882355e+00	5.882352941176472e+00
185	2	8.823529411764705e+00	6.470588235294120e+00
185	3	9.411764705882355e+00	6.470588235294119e+00
186	0	9.411764705882355e+00	5.882352941176472e+00
186	1	1.000000000000000e+01	5.882352941176472e+00
186	2	9.411764705882355e+00	6.470588235294119e+00
186	3	1.000000000000000e+01	6.470588235294119e+00
187	0	0.000000000000000e+00	6.470588235294119e+00
187	1	5.882352941176472e-01	6.470588235294120e+00
187	2	0.000000000000000e+00	7.058823529411764e+00
187	3	5.882352941176471e-01	7.058823529411765e+00
188	0	5.882352941176470e-01	6.470588235294119e+00
188	1	1.176470588235294e+00	6.470588235294121e+00
188	2	5.882352941176471e-01	7.058823529411766e+00
188	3	1.176470588235294e+00	7.058823529411768e+00
189	0	1.176470588235294e+00	6.470588235294121e+00
189	1	1.764705882352941e+00	6.470588235294120e+00
189	2	1.176470588235294e+00	7.058823529411768e+00
189	3	1.764705882352942e+00	7.058823529411766e+00
190	0	1.764705882352941e+00	6.470588235294120e+00
190	1	2.352941176470590e+00	6.470588235294120e+00
190	2	1.764705882352941e+00	7.058823529411766e+00
190	3	2.352941176470589e+00	7.058823529411766e+00
191	0	2.352941176470590e+00	6.470588235294120e+00
191	1	2.941176470588236e+00	6.470588235294120e+00
191	2	2.352941176470589e+00	7.058823529411766e+00
191	3	2.941176470588236e+00	7.058823529411766e+00
192	0	2.941176470588236e+00	6.470588235294120e+00
192	1	3.529411764705882e+00	6.470588235294118e+00
192	2	2.941176470588236e+00	7.058823529411766e+00
192	3	3.529411764705882e+00	7.058823529411764e+00
193	0	3.529411764705882e+00	6.470588235294118e+00
193	1	4.117647058823530e+00	6.470588235294119e+00
193	2	3.529411764705883e+00	7.058823529411765e+00
193	3	4.117647058823529e+00	7.058823529411764e+00
194	0	4.117647058823530e+00	6.470588235294119e+00
194	1	4.705882352941178e+00	6.470588235294119e+00
194	2	4.117647058823529e+00	7.058823529411764e+00
194	3	4.705882352941178e+00	7.058823529411765e+00
195	0	4.705882352941178e+00	6.470588235294119e+00
195	1	5.294117647058825e+00	6.470588235294120e+00
195	2	4.705882352941178e+00	7.058823529411765e+00
195	3	5.294117647058824e+00	7.058823529411764e+00
196	0	5.294117647058825e+00	6.470588235294120e+00
196	1	5.882352941176472e+00	6.470588235294120e+00
196	2	5.294117647058824e+00	7.058823529411764e+00
196	3	5.882352941176471e+00	7.058823529411764e+00
197	0	5.882352941176472e+00	6.470588235294120e+00
197	1	6.470588235294120e+00	6.470588235294120e+00
197	2	5.882352941176471e+00	7.058823529411764e+00
197	3	6.470588235294119e+00	7.058823529411764e+00
198	0	6.470588235294120e+00	6.470588235294120e+00
198	1	7.058823529411765e+00	6.470588235294119e+00
198	2	6.470588235294119e+00	7.058823529411764e+00
198	3	7.058823529411764e+00	7.058823529411764e+00
199	0	7.058823529411766e+00	6.470588235294118e+00
199	1	7.647058823529409e+00	6.470588235294118e+00
199	2	7.058823529411768e+00	7.058823529411765e+00
199	3	7.647058823529412e+00	7.058823529411765e+00
200	0	7.647058823529409e+00	6.470588235294118e+00
200	1	8.235294117647058e+00	6.470588235294119e+00
200	2	7.647058823529412e+00	7.058823529411765e+00
200	3	8.235294117647060e+00	7.058823529411765e+00
201	0	8.235294117647058e+00	6.470588235294119e+00
201	1	8.823529411764705e+00	6.470588235294120e+00
201	2	8.235294117647060e+00	7.058823529411765e+00
201	3	8.823529411764707e+00	7.058823529411764e+00
202	0	8.823529411764705e+00	6.470588235294120e+00
202	1	9.411764705882355e+00	6.470588235294119e+00
202	2	8.823529411764707e+00	7.058823529411764e+00
202	3	9.411764705882351e+00	7.058823529411764e+00
203	0	9.411764705882355e+00	6.470588235294119e+00
203	1	1.000000000000000e+01	6.470588235294119e+00
203	2	9.411764705882351e+00	7.058823529411764e+00
203	3	1.000000000000000e+01	7.058823529411764e+00
204	0	0.000000000000000e+00	7.058823529411767e+00
204	1	5.882352941176472e-01	7.058823529411767e+00
204	2	0.000000000000000e+00	7.647058823529411e+00
204	3	5.882352941176472e-01	7.647058823529413e+00
205	0	5.882352941176471e-01	7.058823529411767e+00
205	1	1.176470588235294e+00	7.058823529411768e+00
205	2	5.882352941176471e-01	7.647058823529412e+00
205	3	1.176470588235294e+00	7.647058823529413e+00
206	0	1.176470588235294e+00	7.058823529411768e+00
206	1	1.764705882352942e+00	7.058823529411767e+00
206	2	1.176470588235294e+00	7.647058823529413e+00
206	3	1.764705882352942e+00	7.647058823529412e+00
207	0	1.764705882352942e+00	7.058823529411768e+00
207	1	2.352941176470589e+00	7.058823529411769e+00
207	2	1.764705882352942e+00	7.647058823529413e+00
207	3	2.352941176470589e+00	7.647058823529414e+00
208	0	2.352941176470589e+00	7.058823529411769e+00
208	1	2.941176470588236e+00	7.058823529411767e+00
208	2	2.352941176470589e+00	7.647058823529414e+00
208	3	2.941176470588236e+00	7.647058823529412e+00
209	0	2.941176470588236e+00	7.058823529411767e+00
209	1	3.529411764705883e+00	7.058823529411766e+00
209	2	2.941176470588236e+00	7.647058823529412e+00
209	3	3.529411764705883e+00	7.647058823529410e+00
210	0	3.529411764705882e+00	7.058823529411766e+00
210	1	4.117647058823530e+00	7.058823529411766e+00
210	2	3.529411764705882e+00	7.647058823529410e+00
210	3	4.117647058823530e+00	7.647058823529412e+00
211	0	4.117647058823530e+00	7.058823529411766e+00
211	1	4.705882352941176e+00	7.058823529411766e+00
211	2	4.117647058823530e+00	7.647058823529412e+00
211	3	4.705882352941178e+00	7.647058823529410e+00
212	0	4.705882352941176e+00	7.058823529411766e+00
212	1	5.294117647058823e+00	7.058823529411765e+00
212	2	4.705882352941178e+00	7.647058823529410e+00
212	3	5.294117647058825e+00	7.647058823529410e+00
213	0	5.294117647058823e+00	7.058823529411765e+00
213	1	5.882352941176471e+00	7.058823529411766e+00
213	2	5.294117647058825e+00	7.647058823529410e+00
213	3	5.882352941176472e+00	7.647058823529410e+00
214	0	5.882352941176471e+00	7.058823529411766e+00
214	1	6.470588235294118e+00	7.058823529411765e+00
214	2	5.882352941176472e+00	7.647058823529410e+00
214	3	6.470588235294119e+00	7.647058823529411e+00
215	0	6.470588235294118e+00	7.058823529411765e+00
215	1	7.058823529411764e+00	7.058823529411766e+00
215	2	6.470588235294119e+00	7.647058823529411e+00
215	3	7.058823529411765e+00	7.647058823529410e+00
216	0	7.058823529411764e+00	7.058823529411765e+00
216	1	7.647058823529411e+00	7.058823529411767e+00
216	2	7.058823529411766e+00	7.647058823529411e+00
216	3	7.647058823529411e+00	7.647058823529411e+00
217	0	7.647058823529411e+00	7.058823529411767e+00
217	1	8.235294117647060e+00	7.058823529411766e+00
217	2	7.647058823529411e+00	7.647058823529411e+00
217	3	8.235294117647058e+00	7.647058823529410e+00
218	0	8.235294117647060e+00	7.058823529411766e+00
218	1	8.823529411764707e+00	7.058823529411765e+00
218	2	8.235294117647058e+00	7.647058823529410e+00
218	3	8.823529411764707e+00	7.647058823529410e+00
219	0	8.823529411764707e+00	7.058823529411765e+00
219	1	9.411764705882351e+00	7.058823529411766e+00
219	2	8.823529411764707e+00	7.647058823529410e+00
219	3	9.411764705882351e+00	7.647058823529412e+00
220	0	9.411764705882351e+00	7.058823529411766e+00
220	1	1.000000000000000e+01	7.058823529411767e+00
220	2	9.411764705882351e+00	7.647058823529412e+00
220	3	1.000000000000000e+01	7.647058823529411e+00
221	0	0.000000000000000e+00	7.647058823529411e+00
221	1	5.882352941176472e-01	7.647058823529413e+00
221	2	0.000000000000000e+00	8.235294117647058e+00
221	3	5.882352941176471e-01	8.235294117647060e+00
222	0	5.882352941176471e-01	7.647058823529412e+00
222	1	1.176470588235294e+00	7.647058823529413e+00
222	2	5.882352941176470e-01	8.235294117647058e+00
222	3	1.176470588235294e+00	8.235294117647062e+00
223	0	1.176470588235294e+00	7.647058823529413e+00
223	1	1.764705882352942e+00	7.647058823529412e+00
223	2	1.176470588235294e+00	8.235294117647062e+00
223	3	1.764705882352942e+00	8.235294117647058e+00
224	0	1.764705882352942e+00	7.647058823529413e+00
224	1	2.352941176470589e+00	7.647058823529414e+00
224	2	1.764705882352942e+00	8.235294117647062e+00
224	3	2.352941176470590e+00	8.235294117647062e+00
225	0	2.352941176470589e+00	7.647058823529414e+00
225	1	2.941176470588236e+00	7.647058823529412e+00
225	2	2.352941176470590e+00	8.235294117647062e+00
225	3	2.941176470588236e+00	8.235294117647062e+00
226	0	2.941176470588236e+00	7.647058823529412e+00
226	1	3.529411764705883e+00	7.647058823529410e+00
226	2	2.941176470588236e+00	8.235294117647062e+00
226	3	3.529411764705883e+00	8.235294117647056e+00
227	0	3.529411764705882e+00	7.647058823529410e+00
227	1	4.117647058823530e+00	7.647058823529412e+00
227	2	3.529411764705882e+00	8.235294117647058e+00
227	3	4.117647058823531e+00	8.235294117647058e+00
228	0	4.117647058823530e+00	7.647058823529412e+00
228	1	4.705882352941178e+00	7.647058823529410e+00
228	2	4.117647058823531e+00	8.235294117647058e+00
228	3	4.705882352941178e+00	8.235294117647060e+00
229	0	4.705882352941178e+00	7.647058823529410e+00
229	1	5.294117647058825e+00	7.647058823529410e+00
229	2	4.705882352941178e+00	8.235294117647060e+00
229	3	5.294117647058825e+00	8.235294117647058e+00
230	0	5.294117647058825e+00	7.647058823529410e+00
230	1	5.882352941176472e+00	7.647058823529410e+00
230	2	5.294117647058825e+00	8.235294117647058e+00
230	3	5.882352941176471e+00	8.235294117647058e+00
231	0	5.882352941176472e+00	7.647058823529410e+00
231	1	6.470588235294119e+00	7.647058823529411e+00
231	2	5.882352941176471e+00	8.235294117647058e+00
231	3	6.470588235294117e+00	8.235294117647058e+00
232	0	6.470588235294119e+00	7.647058823529411e+00
232	1	7.058823529411765e+00	7.647058823529410e+00
232	2	6.470588235294117e+00	8.235294117647058e+00
232	3	7.058823529411765e+00	8.235294117647058e+00
233	0	7.058823529411766e+00	7.647058823529411e+00
233	1	7.647058823529411e+00	7.647058823529411e+00
233	2	7.058823529411766e+00	8.235294117647060e+00
233	3	7.647058823529411e+00	8.235294117647058e+00
234	0	7.647058823529411e+00	7.647058823529411e+00
234	1	8.235294117647058e+00	7.647058823529410e+00
234	2	7.647058823529411e+00	8.235294117647058e+00
234	3	8.235294117647060e+00	8.235294117647060e+00
235	0	8.235294117647058e+00	7.647058823529410e+00
235	1	8.823529411764707e+00	7.647058823529410e+00
235	2	8.235294117647060e+00	8.235294117647060e+00
235	3	8.823529411764707e+00	8.235294117647058e+00
236	0	8.823529411764707e+00	7.647058823529410e+00
236	1	9.411764705882351e+00	7.647058823529412e+00
236	2	8.823529411764707e+00	8.235294117647058e+00
236	3	9.411764705882353e+00	8.235294117647058e+00
237	0	9.411764705882351e+00	7.647058823529412e+00
237	1	1.000000000000000e+01	7.647058823529411e+00
237	2	9.411764705882353e+00	8.235294117647058e+00
237	3	1.000000000000000e+01	8.235294117647058e+00
238	0	0.000000000000000e+00	8.235294117647058e+00
238	1	5.882352941176471e-01	8.235294117647060e+00
238	2	0.000000000000000e+00	8.823529411764705e+00
238	3	5.882352941176471e-01	8.823529411764707e+00
239	0	5.882352941176470e-01	8.235294117647058e+00
239	1	1.176470588235294e+00	8.235294117647062e+00
239	2	5.882352941176470e-01	8.823529411764708e+00
239	3	1.176470588235294e+00	8.823529411764705e+00
240	0	1.176470588235294e+00	8.235294117647062e+00
240	1	1.764705882352942e+00	8.235294117647058e+00
240	2	1.176470588235294e+00	8.823529411764705e+00
240	3	1.764705882352942e+00	8.823529411764705e+00
241	0	1.764705882352942e+00	8.235294117647062e+00
241	1	2.352941176470590e+00	8.235294117647062e+00
241	2	1.764705882352942e+00	8.823529411764708e+00
241	3	2.352941176470588e+00	8.823529411764703e+00
242	0	2.352941176470590e+00	8.235294117647062e+00
242	1	2.941176470588236e+00	8.235294117647062e+00
242	2	2.352941176470588e+00	8.823529411764703e+00
242	3	2.941176470588236e+00	8.823529411764708e+00
243	0	2.941176470588236e+00	8.235294117647062e+00
243	1	3.529411764705883e+00	8.235294117647056e+00
243	2	2.941176470588236e+00	8.823529411764708e+00
243	3	3.529411764705882e+00	8.823529411764703e+00
244	0	3.529411764705882e+00	8.235294117647058e+00
244	1	4.117647058823531e+00	8.235294117647058e+00
244	2	3.529411764705881e+00	8.823529411764705e+00
244	3	4.117647058823529e+00	8.823529411764707e+00
245	0	4.117647058823531e+00	8.235294117647058e+00
245	1	4.705882352941178e+00	8.235294117647060e+00
245	2	4.117647058823529e+00	8.823529411764707e+00
245	3	4.705882352941177e+00	8.823529411764705e+00
246	0	4.705882352941178e+00	8.235294117647060e+00
246	1	5.294117647058825e+00	8.235294117647058e+00
246	2	4.705882352941177e+00	8.823529411764705e+00
246	3	5.294117647058825e+00	8.823529411764705e+00
247	0	5.294117647058825e+00	8.235294117647058e+00
247	1	5.882352941176471e+00	8.235294117647058e+00
247	2	5.294117647058825e+00	8.823529411764705e+00
247	3	5.882352941176472e+00	8.823529411764705e+00
248	0	5.882352941176471e+00	8.235294117647058e+00
248	1	6.470588235294117e+00	8.235294117647058e+00
248	2	5.882352941176472e+00	8.823529411764705e+00
248	3	6.470588235294119e+00	8.823529411764705e+00
249	0	6.470588235294117e+00	8.235294117647058e+00
249	1	7.058823529411765e+00	8.235294117647058e+00
249	2	6.470588235294119e+00	8.823529411764705e+00
249	3	7.058823529411765e+00	8.823529411764705e+00
250	0	7.058823529411766e+00	8.235294117647060e+00
250	1	7.647058823529411e+00	8.235294117647058e+00
250	2	7.058823529411765e+00	8.823529411764703e+00
250	3	7.647058823529410e+00	8.823529411764707e+00
251	0	7.647058823529411e+00	8.235294117647058e+00
251	1	8.235294117647060e+00	8.235294117647060e+00
251	2	7.647058823529410e+00	8.823529411764707e+00
251	3	8.235294117647058e+00	8.823529411764705e+00
252	0	8.235294117647060e+00	8.235294117647060e+00
252	1	8.823529411764707e+00	8.235294117647058e+00
252	2	8.235294117647058e+00	8.823529411764705e+00
252	3	8.823529411764707e+00	8.823529411764705e+00
253	0	8.823529411764707e+00	8.235294117647058e+00
253	1	9.411764705882353e+00	8.235294117647058e+00
253	2	8.823529411764707e+00	8.823529411764705e+00
253	3	9.411764705882353e+00	8.823529411764705e+00
254	0	9.411764705882353e+00	8.235294117647058e+00
254	1	1.000000000000000e+01	8.235294117647058e+00
254	2	9.411764705882353e+00	8.823529411764705e+00
254	3	1.000000000000000e+01	8.823529411764705e+00
255	0	0.000000000000000e+00	8.823529411764705e+00
255	1	5.882352941176471e-01	8.823529411764707e+00
255	2	0.000000000000000e+00	9.411764705882353e+00
255	3	5.882352941176472e-01	9.411764705882355e+00
256	0	5.882352941176470e-01	8.823529411764708e+00
256	1	1.176470588235294e+00	8.823529411764705e+00
256	2	5.882352941176471e-01	9.411764705882351e+00
256	3	1.176470588235294e+00	9.411764705882355e+00
257	0	1.176470588235294e+00	8.823529411764705e+00
257	1	1.764705882352942e+00	8.823529411764705e+00
257	2	1.176470588235294e+00	9.411764705882355e+00
257	3	1.764705882352942e+00	9.411764705882353e+00
258	0	1.764705882352942e+00	8.823529411764708e+00
258	1	2.352941176470588e+00	8.823529411764703e+00
258	2	1.764705882352941e+00	9.411764705882355e+00
258	3	2.352941176470588e+00	9.411764705882353e+00
259	0	2.352941176470588e+00	8.823529411764703e+00
259	1	2.941176470588236e+00	8.823529411764708e+00
259	2	2.352941176470588e+00	9.411764705882353e+00
259	3	2.941176470588236e+00	9.411764705882355e+00
260	0	2.941176470588236e+00	8.823529411764708e+00
260	1	3.529411764705882e+00	8.823529411764703e+00
260	2	2.941176470588236e+00	9.411764705882355e+00
260	3	3.529411764705882e+00	9.411764705882351e+00
261	0	3.529411764705881e+00	8.823529411764705e+00
261	1	4.117647058823529e+00	8.823529411764707e+00
261	2	3.529411764705882e+00	9.411764705882353e+00
261	3	4.117647058823529e+00	9.411764705882353e+00
262	0	4.117647058823529e+00	8.823529411764707e+00
262	1	4.705882352941177e+00	8.823529411764705e+00
262	2	4.117647058823529e+00	9.411764705882353e+00
262	3	4.705882352941178e+00	9.411764705882355e+00
263	0	4.705882352941177e+00	8.823529411764705e+00
263	1	5.294117647058825e+00	8.823529411764705e+00
263	2	4.705882352941178e+00	9.411764705882355e+00
263	3	5.294117647058825e+00	9.411764705882355e+00
264	0	5.294117647058825e+00	8.823529411764705e+00
264	1	5.882352941176472e+00	8.823529411764705e+00
264	2	5.294117647058825e+00	9.411764705882355e+00
264	3	5.882352941176473e+00	9.411764705882351e+00
265	0	5.882352941176472e+00	8.823529411764705e+00
265	1	6.470588235294119e+00	8.823529411764705e+00
265	2	5.882352941176473e+00	9.411764705882351e+00
265	3	6.470588235294119e+00	9.411764705882355e+00
266	0	6.470588235294119e+00	8.823529411764705e+00
266	1	7.058823529411765e+00	8.823529411764705e+00
266	2	6.470588235294119e+00	9.411764705882355e+00
266	3	7.058823529411764e+00	9.411764705882351e+00
267	0	7.058823529411765e+00	8.823529411764703e+00
267	1	7.647058823529410e+00	8.823529411764707e+00
267	2	7.058823529411765e+00	9.411764705882350e+00
267	3	7.647058823529410e+00	9.411764705882353e+00
268	0	7.647058823529410e+00	8.823529411764707e+00
268	1	8.235294117647058e+00	8.823529411764705e+00
